index,LSH_Distance,KD_Distance,Difference
0,599.599,559.892,696.741,39.707,7.092,136.849,24.442
1,655.866,582.159,653.537,73.706,12.661,71.378,12.261
2,600.117,583.899,701.296,16.218,2.778,117.397,20.106
3,644.491,576.631,682.722,67.861,11.768,106.091,18.398
4,629.384,588.495,732.867,40.889,6.948,144.372,24.532
5,623.270,554.947,709.393,68.323,12.312,154.445,27.831
6,653.795,565.175,687.587,88.620,15.680,122.412,21.659
7,630.981,562.404,676.230,68.577,12.194,113.826,20.239
8,609.012,566.182,693.385,42.830,7.565,127.203,22.467
9,604.808,560.268,660.688,44.540,7.950,100.420,17.924
10,643.681,561.134,691.937,82.548,14.711,130.804,23.311
11,665.304,616.576,739.153,48.727,7.903,122.577,19.880
12,648.028,579.259,724.625,68.769,11.872,145.366,25.095
13,624.371,569.956,673.638,54.415,9.547,103.683,18.191
14,646.115,583.443,703.526,62.672,10.742,120.082,20.582
15,609.847,554.785,680.742,55.062,9.925,125.957,22.704
16,631.116,566.830,679.988,64.286,11.341,113.158,19.963
17,620.501,554.212,712.183,66.290,11.961,157.971,28.504
18,631.147,563.533,703.060,67.614,11.998,139.527,24.759
19,650.730,572.878,693.028,77.851,13.590,120.150,20.973
20,627.820,587.965,674.658,39.855,6.778,86.692,14.744
21,625.203,560.316,676.116,64.887,11.580,115.799,20.667
22,651.152,599.978,715.307,51.174,8.529,115.329,19.222
23,644.083,540.507,657.102,103.576,19.163,116.595,21.571
24,636.641,585.812,711.727,50.829,8.677,125.915,21.494
25,658.412,589.025,651.366,69.387,11.780,62.341,10.584
26,618.108,567.112,683.805,50.995,8.992,116.693,20.577
27,600.672,568.415,674.759,32.257,5.675,106.345,18.709
28,647.826,589.273,704.083,58.553,9.936,114.811,19.483
29,654.211,598.878,743.069,55.333,9.239,144.191,24.077
30,648.481,571.880,667.274,76.601,13.395,95.394,16.681
31,658.243,598.075,727.624,60.168,10.060,129.549,21.661
32,606.040,568.359,712.545,37.681,6.630,144.186,25.369
33,635.264,600.421,734.475,34.842,5.803,134.054,22.327
34,646.172,575.247,702.435,70.924,12.329,127.188,22.110
35,662.363,598.736,701.541,63.627,10.627,102.805,17.170
36,664.023,632.576,737.440,31.446,4.971,104.864,16.577
37,651.454,584.253,711.051,67.201,11.502,126.798,21.703
38,668.630,605.701,683.237,62.930,10.390,77.536,12.801
39,685.195,598.684,748.901,86.511,14.450,150.217,25.091
40,626.285,589.639,641.424,36.647,6.215,51.785,8.783
41,668.127,574.072,681.494,94.055,16.384,107.422,18.712
42,611.254,566.453,661.101,44.801,7.909,94.648,16.709
43,628.969,584.920,704.839,44.049,7.531,119.919,20.502
44,640.079,582.940,700.939,57.139,9.802,117.999,20.242
45,638.481,588.536,689.504,49.945,8.486,100.968,17.156
46,645.946,586.083,699.961,59.862,10.214,113.878,19.430
47,640.371,580.218,722.680,60.153,10.367,142.461,24.553
48,616.959,553.902,692.864,63.057,11.384,138.962,25.088
49,658.108,577.578,698.857,80.530,13.943,121.279,20.998
50,622.888,558.087,685.190,64.802,11.611,127.103,22.775
51,626.450,556.088,704.662,70.362,12.653,148.574,26.718
52,586.754,559.004,653.870,27.750,4.964,94.865,16.970
53,613.103,573.867,696.006,39.235,6.837,122.139,21.283
54,639.977,595.748,666.755,44.228,7.424,71.007,11.919
55,608.753,555.056,637.005,53.697,9.674,81.950,14.764
56,633.503,572.206,662.876,61.296,10.712,90.670,15.846
57,615.432,565.721,661.860,49.711,8.787,96.139,16.994
58,643.955,549.807,654.373,94.148,17.124,104.566,19.019
59,638.133,566.154,714.783,71.979,12.714,148.629,26.252
60,608.174,576.859,671.514,31.315,5.429,94.655,16.409
61,621.965,568.179,680.290,53.785,9.466,112.110,19.732
62,618.065,577.115,663.429,40.951,7.096,86.314,14.956
63,589.552,579.832,701.146,9.720,1.676,121.314,20.922
64,627.740,561.693,667.721,66.047,11.759,106.028,18.876
65,659.659,581.200,744.390,78.460,13.500,163.190,28.078
66,634.021,566.861,673.883,67.161,11.848,107.023,18.880
67,618.678,547.504,679.324,71.175,13.000,131.820,24.077
68,621.960,569.075,662.308,52.885,9.293,93.233,16.383
69,618.501,585.986,664.933,32.515,5.549,78.947,13.473
70,636.885,565.111,677.068,71.774,12.701,111.958,19.812
71,641.415,588.937,671.777,52.478,8.911,82.840,14.066
72,684.326,624.483,725.388,59.843,9.583,100.905,16.158
73,652.323,566.703,721.654,85.620,15.108,154.951,27.342
74,646.000,564.000,703.806,82.000,14.539,139.806,24.788
75,628.256,567.571,692.448,60.685,10.692,124.877,22.002
76,587.468,554.784,658.267,32.684,5.891,103.483,18.653
77,641.231,578.417,701.096,62.814,10.860,122.679,21.209
78,615.026,580.712,684.003,34.315,5.909,103.291,17.787
79,615.093,584.877,732.712,30.216,5.166,147.835,25.276
80,643.636,589.749,697.287,53.887,9.137,107.538,18.234
81,625.850,564.764,698.687,61.085,10.816,133.922,23.713
82,618.230,587.124,663.599,31.107,5.298,76.475,13.025
83,661.623,602.332,725.140,59.291,9.844,122.808,20.389
84,634.579,575.454,676.453,59.125,10.275,100.999,17.551
85,623.289,559.581,650.320,63.708,11.385,90.739,16.216
86,639.267,587.924,672.605,51.343,8.733,84.681,14.403
87,656.662,596.702,684.934,59.960,10.048,88.231,14.787
88,573.817,573.817,702.348,0.000,0.000,128.531,22.399
89,626.275,592.506,715.598,33.768,5.699,123.092,20.775
90,660.670,616.999,738.792,43.671,7.078,121.792,19.739
91,614.722,554.538,649.045,60.184,10.853,94.507,17.042
92,647.494,561.000,708.330,86.494,15.418,147.330,26.262
93,657.482,585.368,708.745,72.113,12.319,123.377,21.077
94,633.097,582.429,677.863,50.668,8.699,95.434,16.386
95,633.160,550.863,651.230,82.297,14.940,100.367,18.220
96,615.415,557.236,655.797,58.180,10.441,98.562,17.688
97,662.131,595.109,649.910,67.022,11.262,54.801,9.209
98,609.057,553.607,622.037,55.449,10.016,68.429,12.361
99,609.092,518.097,632.701,90.995,17.563,114.604,22.120
100,656.350,599.622,731.540,56.728,9.461,131.918,22.000
101,623.166,576.439,723.535,46.727,8.106,147.097,25.518
102,618.520,576.321,702.395,42.199,7.322,126.075,21.876
103,626.827,580.334,717.162,46.493,8.011,136.828,23.577
104,584.099,533.917,624.487,50.182,9.399,90.570,16.963
105,619.550,570.702,678.799,48.849,8.559,108.097,18.941
